2016-03-25 16:24:34,065 [myid:] - INFO  [main:QuorumPeerConfig@103] - Reading configuration from: /mnt/ssd0/zookeeper/zookeeper.config
2016-03-25 16:24:34,080 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.34 to address: /10.240.0.34
2016-03-25 16:24:34,081 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.33 to address: /10.240.0.33
2016-03-25 16:24:34,083 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.32 to address: /10.240.0.32
2016-03-25 16:24:34,083 [myid:] - INFO  [main:QuorumPeerConfig@331] - Defaulting to majority quorums
2016-03-25 16:24:34,086 [myid:3] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2016-03-25 16:24:34,086 [myid:3] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2016-03-25 16:24:34,086 [myid:3] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2016-03-25 16:24:34,150 [myid:3] - INFO  [main:QuorumPeerMain@127] - Starting quorum peer
2016-03-25 16:24:34,162 [myid:3] - INFO  [main:NIOServerCnxnFactory@89] - binding to port 0.0.0.0/0.0.0.0:2181
2016-03-25 16:24:34,169 [myid:3] - INFO  [main:QuorumPeer@1019] - tickTime set to 2000
2016-03-25 16:24:34,169 [myid:3] - INFO  [main:QuorumPeer@1039] - minSessionTimeout set to -1
2016-03-25 16:24:34,169 [myid:3] - INFO  [main:QuorumPeer@1050] - maxSessionTimeout set to -1
2016-03-25 16:24:34,169 [myid:3] - INFO  [main:QuorumPeer@1065] - initLimit set to 5
2016-03-25 16:24:34,178 [myid:3] - INFO  [main:QuorumPeer@533] - currentEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2016-03-25 16:24:34,194 [myid:3] - INFO  [main:QuorumPeer@548] - acceptedEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2016-03-25 16:24:34,207 [myid:3] - INFO  [ListenerThread:QuorumCnxManager$Listener@534] - My election bind port: /10.240.0.34:3888
2016-03-25 16:24:34,215 [myid:3] - INFO  [QuorumPeer[myid=3]/0.0.0.0:2181:QuorumPeer@774] - LOOKING
2016-03-25 16:24:34,216 [myid:3] - INFO  [QuorumPeer[myid=3]/0.0.0.0:2181:FastLeaderElection@818] - New election. My id =  3, proposed zxid=0x0
2016-03-25 16:24:34,225 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@600] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 1 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2016-03-25 16:24:34,225 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@600] - Notification: 1 (message format version), 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2016-03-25 16:24:34,225 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@600] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x1 (n.peerEpoch) LOOKING (my state)
